sku,Description,price
BBS1191a-p,Barracuda Backup Server 1191 w/ 10 GBE Fiber NIC Premium Support Subscription 1 Month,3200.00
BBS1191a-x,Barracuda Backup Server 1191 w/ 10 GBE Fiber NIC Replication to a Virtual Receiver Subscription 1 Month,2900.00
BBS1191a-xa,Barracuda Backup Server 1191 w/ 10 GBE Fiber NIC Replication to AWS Subscription 1 Month,2900.00
BBS190a-b,Barracuda Backup Server Appliance 190 Unlimited Cloud Storage Subscription 1 Month,67.00
BBS190a-e,Barracuda Backup Server Appliance 190 Energize Updates Subscription 1 Month,26.30
BBS190a-h,Barracuda Backup Server Appliance 190 Instant Replacement Subscription 1 Month,29.00
BBS190a-p,Barracuda Backup Server Appliance 190 Premium Support Subscription 1 Month,26.30
BBS190a-x,Barracuda Backup Server Appliance 190 Replication to a Virtual Receiver Subscription 1 Month,26.30
BBS190a-xa,Barracuda Backup Server Appliance 190 Replication to AWS Subscription 1 Month,26.30
BBS190b,Barracuda Backup Server Appliance 190,1700.00
BBS190b-c,Barracuda Backup Server Appliance 190 Cold Spare,1190.00
BBS190b-d,Barracuda Backup Server Appliance 190 Demo,0.00
BBS190b-dc,Barracuda Backup Server Appliance 190 Demo Conversion,1700.00
BBS290a,Barracuda Backup Server Appliance 290,2600.00
BBS290a-b,Barracuda Backup Server Appliance 290 Unlimited Cloud Storage Subscription 1 Month,100.00
BBS290a-c,Barracuda Backup Server Appliance 290 Cold Spare,1820.00
BBS290a-d,Barracuda Backup Server Appliance 290 Demo,0.00
BBS290a-dc,Barracuda Backup Server Appliance 290 Demo Conversion,2600.00
BBS290a-e,Barracuda Backup Server Appliance 290 Energize Updates Subscription 1 Month,34.00
BBS290a-h,Barracuda Backup Server Appliance 290 Instant Replacement Subscription 1 Month,48.00
BBS290a-p,Barracuda Backup Server Appliance 290 Premium Support Subscription 1 Month,48.00
BBS290a-x,Barracuda Backup Server Appliance 290 Replication to a Virtual Receiver Subscription 1 Month,48.00
BBS290a-xa,Barracuda Backup Server Appliance 290 Replication to AWS Subscription 1 Month,40.00
BBS295a,Barracuda Backup Server Appliance 295,3100.00
BBS295a-b,Barracuda Backup Server Appliance 295 Unlimited Cloud Storage Subscription 1 Month,92.00
BBS295a-c,Barracuda Backup Server Appliance 295 Cold Spare,2170.00
BBS295a-d,Barracuda Backup Server Appliance 295 Demo,0.00
BBS295a-dc,Barracuda Backup Server Appliance 295 Demo Conversion,3100.00
BBS295a-e,Barracuda Backup Server Appliance 295 Energize Updates Subscription 1 Month,42.00
BBS295a-h,Barracuda Backup Server Appliance 295 Instant Replacement Subscription 1 Month,55.00
BBS295a-p,Barracuda Backup Server Appliance 295 Premium Support Subscription 1 Month,55.00
BBS295a-x,Barracuda Backup Server Appliance 295 Replication to a Virtual Receiver Subscription 1 Month,55.00
BBS295a-xa,Barracuda Backup Server Appliance 295 Replication to AWS Subscription 1 Month,50.00
BBS390a,Barracuda Backup Server Appliance 390,4100.00
BBS390a-b,Barracuda Backup Server Appliance 390 Unlimited Cloud Storage Subscription 1 Month,170.00
BBS390a-c,Barracuda Backup Server Appliance 390 Cold Spare,2870.00
BBS390a-d,Barracuda Backup Server Appliance 390 Demo,0.00
BBS390a-dc,Barracuda Backup Server Appliance 390 Demo Conversion,4100.00
BBS390a-e,Barracuda Backup Server Appliance 390 Energize Updates Subscription 1 Month,60.00
BBS390a-h,Barracuda Backup Server Appliance 390 Instant Replacement Subscription 1 Month,74.00
BBS390a-p,Barracuda Backup Server Appliance 390 Premium Support Subscription 1 Month,74.00
BBS390a-x,Barracuda Backup Server Appliance 390 Replication to a Virtual Receiver Subscription 1 Month,74.00
BBS390a-xa,Barracuda Backup Server Appliance 390 Replication to AWS Subscription 1 Month,67.00
BBS490a,Barracuda Backup Server Appliance 490,8900.00
BBS490a-b,Barracuda Backup Server Appliance 490 Unlimited Cloud Storage Subscription 1 Month,380.00
BBS490a-c,Barracuda Backup Server Appliance 490 Cold Spare,6230.00
BBS490a-d,Barracuda Backup Server Appliance 490 Demo,0.00
BBS490a-dc,Barracuda Backup Server Appliance 490 Demo Conversion,8900.00
BBS490a-e,Barracuda Backup Server Appliance 490 Energize Updates Subscription 1 Month,140.00
BBS490a-h,Barracuda Backup Server Appliance 490 Instant Replacement Subscription 1 Month,170.00
BBS490a-p,Barracuda Backup Server Appliance 490 Premium Support Subscription 1 Month,170.00
BBS490a-x,Barracuda Backup Server Appliance 490 Replication to a Virtual Receiver Subscription 1 Month,160.00
BBS490a-xa,Barracuda Backup Server Appliance 490 Replication to AWS Subscription 1 Month,160.00
BBS690a,Barracuda Backup Server Appliance 690,16000.00
BBS690a-b,Barracuda Backup Server Appliance 690 Unlimited Cloud Storage Subscription 1 Month,670.00
BBS690a-c,Barracuda Backup Server Appliance 690 Cold Spare,11200.00
BBS690a-d,Barracuda Backup Server Appliance 690 Demo,0.00
BBS690a-dc,Barracuda Backup Server Appliance 690 Demo Conversion,16000.00
BBS690a-e,Barracuda Backup Server Appliance 690 Energize Updates Subscription 1 Month,270.00
BBS690a-h,Barracuda Backup Server Appliance 690 Instant Replacement Subscription 1 Month,310.00
BBS690a-p,Barracuda Backup Server Appliance 690 Premium Support Subscription 1 Month,310.00
BBS690a-x,Barracuda Backup Server Appliance 690 Replication to a Virtual Receiver Subscription 1 Month,310.00
BBS690a-xa,Barracuda Backup Server Appliance 690 Replication to AWS Subscription 1 Month,290.00
BBS790a,Barracuda Backup Server Appliance 790,21600.00
BBS790a-b,Barracuda Backup Server Appliance 790 Unlimited Cloud Storage Subscription 1 Month,920.00
BBS790a-c,Barracuda Backup Server Appliance 790 Cold Spare,15120.00
BBS790a-d,Barracuda Backup Server Appliance 790 Demo,0.00
BBS790a-dc,Barracuda Backup Server Appliance 790 Demo Conversion,21600.00
BBS790a-e,Barracuda Backup Server Appliance 790 Energize Updates Subscription 1 Month,340.00
BBS790a-h,Barracuda Backup Server Appliance 790 Instant Replacement Subscription 1 Month,410.00
BBS790a-p,Barracuda Backup Server Appliance 790 Premium Support Subscription 1 Month,410.00
BBS790a-x,Barracuda Backup Server Appliance 790 Replication to a Virtual Receiver Subscription 1 Month,380.00
BBS790a-xa,Barracuda Backup Server Appliance 790 Replication to AWS Subscription 1 Month,380.00
BBS791a,Barracuda Backup Server 790 w/ 10 GBE Fiber NIC,23100.00
BBS791a-b,Barracuda Backup Server 790 w/ 10 GBE Fiber NIC Unlimited Cloud Storage Subscription 1 Month,920.00
BBS791a-c,Barracuda Backup Server 790 w/ 10 GBE Fiber NIC Cold Spare,16170.00
BBS791a-d,Barracuda Backup Server 790 w/ 10 GBE Fiber NIC Demo,0.00
BBS791a-dc,Barracuda Backup Server 790 w/ 10 GBE Fiber NIC Demo Conversion,23100.00
BBS791a-e,Barracuda Backup Server 790 w/ 10 GBE Fiber NIC Energize Updates Subscription 1 Month,340.00
BBS791a-h,Barracuda Backup Server 790 w/ 10 GBE Fiber NIC Instant Replacement Subscription 1 Month,410.00
BBS791a-p,Barracuda Backup Server 790 w/ 10 GBE Fiber NIC Premium Support Subscription 1 Month,410.00
BBS791a-x,Barracuda Backup Server 790 w/ 10 GBE Fiber NIC Replication to a Virtual Receiver Subscription 1 Month,400.00
BBS791a-xa,Barracuda Backup Server790 w/ 10 GBE Fiber NIC Replication to AWS Subscription 1 Month,400.00
BBS890a,Barracuda Backup Server Appliance 890,28900.00
BBS890a-b,Barracuda Backup Server Appliance 890 Unlimited Cloud Storage Subscription 1 Month,1400.00
BBS890a-c,Barracuda Backup Server Appliance 890 Cold Spare,20230.00
BBS890a-d,Barracuda Backup Server Appliance 890 Demo,0.00
BBS890a-dc,Barracuda Backup Server Appliance 890 Demo Conversion,28900.00
BBS890a-e,Barracuda Backup Server Appliance 890 Energize Updates Subscription 1 Month,450.00
BBS890a-h,Barracuda Backup Server Appliance 890 Instant Replacement Subscription 1 Month,550.00
BBS890a-p,Barracuda Backup Server Appliance 890 Premium Support Subscription 1 Month,550.00
BBS890a-x,Barracuda Backup Server Appliance 890 Replication to a Virtual Receiver Subscription 1 Month,500.00
BBS890a-xa,Barracuda Backup Server Appliance 890 Replication to AWS Subscription 1 Month,500.00
BBS891a,Barracuda Backup Server 890 w/ 10 GBE Fiber NIC,30200.00
BBS891a-b,Barracuda Backup Server 890 w/ 10 GBE Fiber NIC Unlimited Cloud Storage Subscription 1 Month,1400.00
BBS891a-c,Barracuda Backup Server 890 w/ 10 GBE Fiber NIC Cold Spare,21140.00
BBS891a-d,Barracuda Backup Server 890 w/ 10 GBE Fiber NIC Demo,0.00
BBS891a-dc,Barracuda Backup Server 890 w/ 10 GBE Fiber NIC Demo Conversion,30200.00
BBS891a-e,Barracuda Backup Server 890 w/ 10 GBE Fiber NIC Energize Updates Subscription 1 Month,450.00
BBS891a-h,Barracuda Backup Server 890 w/ 10 GBE Fiber NIC Instant Replacement Subscription 1 Month,570.00
BBS891a-p,Barracuda Backup Server 890 w/ 10 GBE Fiber NIC Premium Support Subscription 1 Month,570.00
BBS891a-x,Barracuda Backup Server 890 w/ 10 GBE Fiber NIC Replication to a Virtual Receiver Subscription 1 Month,530.00
BBS891a-xa,Barracuda Backup Server 890 w/ 10 GBE Fiber NIC Replication to AWS Subscription 1 Month,530.00
BBS895a,Barracuda Backup Server Appliance 895,43100.00
BBS895a-b,Barracuda Backup Server Appliance 895 Unlimited Cloud Storage Subscription 1 Month,2000.00
BBS895a-c,Barracuda Backup Server Appliance 895 Cold Spare,30170.00
BBS895a-d,Barracuda Backup Server Appliance 895 Demo,0.00
BBS895a-dc,Barracuda Backup Server Appliance 895 Demo Conversion,43100.00
BBS895a-e,Barracuda Backup Server Appliance 895 Energize Updates Subscription 1 Month,660.00
BBS895a-h,Barracuda Backup Server Appliance 895 Instant Replacement Subscription 1 Month,800.00
BBS895a-p,Barracuda Backup Server Appliance 895 Premium Support Subscription 1 Month,800.00
BBS895a-x,Barracuda Backup Server Appliance 895 Replication to a Virtual Receiver Subscription 1 Month,740.00
BBS895a-xa,Barracuda Backup Server Appliance 895 Replication to AWS Subscription 1 Month,740.00
BBS895b,Barracuda Backup Server 895 w/ 10 GBE Fiber NIC,43100.00
BBS895b-b,Barracuda Backup Server 895 w/ 10 GBE Fiber NIC Unlimited Cloud Storage Subscription 1 Month,2000.00
BBS895b-c,Barracuda Backup Server 895 w/ 10 GBE Fiber NIC Cold Spare,30170.00
BBS895b-d,Barracuda Backup Server 895 w/ 10 GBE Fiber NIC Demo,0.00
BBS895b-dc,Barracuda Backup Server 895 w/ 10 GBE Fiber NIC Demo Conversion,43100.00
BBS895b-e,Barracuda Backup Server 895 w/ 10 GBE Fiber NIC Energize Updates Subscription 1 Month,660.00
BBS895b-h,Barracuda Backup Server 895 w/ 10 GBE Fiber NIC Instant Replacement Subscription 1 Month,800.00
BBS895b-p,Barracuda Backup Server 895 w/ 10 GBE Fiber NIC Premium Support Subscription 1 Month,800.00
BBS895b-x,Barracuda Backup Server 895 w/ 10 GBE Fiber NIC Replication to a Virtual Receiver Subscription 1 Month,740.00
BBS895b-xa,Barracuda Backup Server 895 w/ 10 GBE Fiber NIC Replication to AWS Subscription 1 Month,740.00
BBS990a-b,Barracuda Backup Server Appliance 990 Unlimited Cloud Storage Subscription 1 Month,2700.00
BBS990a-e,Barracuda Backup Server Appliance 990 Energize Updates Subscription 1 Month,880.00
BBS990a-h,Barracuda Backup Server Appliance 990 Instant Replacement Subscription 1 Month,1200.00
BBS990a-p,Barracuda Backup Server Appliance 990 Premium Support Subscription 1 Month,1200.00
BBS990a-x,Barracuda Backup Server Appliance 990 Replication to a Virtual Receiver Subscription 1 Month,970.00
BBS990a-xa,Barracuda Backup Server Appliance 990 Replication to AWS Subscription 1 Month,970.00
BBS991a,Barracuda Backup Server 991 w/10 GBE Fiber NIC,59000.00
BBS991a-b,Barracuda Backup Server 991 w/10 GBE Fiber NIC Unlimited Cloud Storage Subscription 1 Month,2700.00
BBS991a-c,Barracuda Backup Server 991 w/10 GBE Fiber NIC Cold Spare,41300.00
BBS991a-d,Barracuda Backup Server 991 w/10 GBE Fiber NIC Demo,0.00
BBS991a-dc,Barracuda Backup Server 991 w/10 GBE Fiber NIC Demo Conversion,59000.00
BBS991a-e,Barracuda Backup Server 991 w/10 GBE Fiber NIC Energize Updates Subscription 1 Month,880.00
BBS991a-h,Barracuda Backup Server 991 w/10 GBE Fiber NIC Instant Replacement Subscription 1 Month,1200.00
BBS991a-p,Barracuda Backup Server 991 w/10 GBE Fiber NIC Premium Support Subscription 1 Month,1200.00
BBS991a-x,Barracuda Backup Server 991 w/10 GBE Fiber NIC Replication to Virtual Receiver Subscription 1 Month,970.00
BBS991a-xa,Barracuda Backup Server 991 w/10 GBE Fiber NIC Replication to AWS Subscription 1 Month,970.00
BBS995a-b,Barracuda Backup Server Appliance 995 Unlimited Cloud Storage Subscription 1 Month,4100.00
BBS995a-e,Barracuda Backup Server Appliance 995 Energize Updates Subscription 1 Month,1600.00
BBS995a-h,Barracuda Backup Server Appliance 995 Instant Replacement Subscription 1 Month,1900.00
BBS995a-p,Barracuda Backup Server Appliance 995 Premium Support Subscription 1 Month,1900.00
BBS995a-x,Barracuda Backup Server Appliance 995 Replication to a Virtual Receiver Subscription 1 Month,1700.00
BBS995a-xa,Barracuda Backup Server Appliance 995 Replication to AWS Subscription 1 Month,1700.00
BBS995b,Barracuda Backup Server 995 w/ 10 GBE Fiber NIC,98000.00
BBS995b-b,Barracuda Backup Server 995 w/ 10 GBE Fiber NIC Unlimited Cloud Storage Subscription 1 Month,4100.00
BBS995b-c,Barracuda Backup Server 995 w/ 10 GBE Fiber NIC Cold Spare,68600.00
BBS995b-d,Barracuda Backup Server 995 w/ 10 GBE Fiber NIC Demo,0.00
BBS995b-dc,Barracuda Backup Server 995 w/ 10 GBE Fiber NIC Demo Conversion,98000.00
BBS995b-e,Barracuda Backup Server 995 w/ 10 GBE Fiber NIC Energize Updates Subscription 1 Month,1600.00
BBS995b-h,Barracuda Backup Server 995 w/ 10 GBE Fiber NIC Instant Replacement Subscription 1 Month,1900.00
BBS995b-p,Barracuda Backup Server 995 w/ 10 GBE Fiber NIC Premium Support Subscription 1 Month,1900.00
BBS995b-x,Barracuda Backup Server 995 w/ 10 GBE Fiber NIC Replication to a Virtual Receiver Subscription 1 Month,1700.00
BBS995b-xa,Barracuda Backup Server 995 w/ 10 GBE Fiber NIC Replication to AWS Subscription 1 Month,1700.00
BBSV90a,Barracuda Backup Virtual License 90,0.00
BBSV90a-b,Barracuda Backup Virtual License TB Cloud Storage Subscription,120.00
BBSV90a-dc,Barracuda Backup Virtual License 90 Demo Conversion,0.00
BBSV90a-k,Barracuda Backup Vx Virtual License (Sockets) 1 Month,80.00
BBSV90a-xa,Barracuda Backup Vx Virtual License Replication to AWS Subscription 1 Month,15.90
BBSV95a,Barracuda Backup Receiver Vx Virtual License,0.00
BBSV95a-dc,Barracuda Backup Receiver Vx Virtual License Demo Conversion,0.00
BU-b,Barracuda Cloud Storage 200GB 1 Month,77.00
BU-c,Barracuda Service Cloud Storage 200GB,1.20
BCCSC820a-e,Barracuda Firewall Control Center Software License SC820 Energize Updates Subscription 1 Month,1400.00
BCCSC820a-p,Barracuda Firewall Control Center Software License SC820 Premium Support Subscription 1 Month,1600.00
BCCVC820a,Barracuda Firewall Control Center Virtual License VC820,80000.00
BCCVC820a-dc,Barracuda Firewall Control Center Virtual License VC820 Demo Conversion,80000.00
BCCVC820a-e,Barracuda Firewall Control Center Virtual License VC820 Energize Updates Subscription 1 Month,1400.00
BCCVC820a-p,Barracuda Firewall Control Center Virtual License VC820 Premium Support Subscription 1 Month,1600.00
BNACCAW400a,Barracuda Secure Access Controller for Amazon Web Services ACC400 Account,0.00
BNACCAW400a-a,Barracuda Secure Access Controller for Amazon Web Services ACC400 Advanced Threat Protection Subscription 1 Month,13.90
BNACCAW400a-m,Barracuda Secure Access Controller for Amazon Web Services ACC400 Malware Protection Subscription 1 Month,10.70
BNACCAW400a-p,Barracuda Secure Access Controller for Amazon Web Services ACC400 Premium Support Subscription 1 Month,9.60
BNACCAW400a-v,Barracuda Secure Access Controller for Amazon Web Services ACC400 Virtual Subscription,71.00
BNACCAW610a,Barracuda Secure Access Controller for Amazon Web Services ACC610 Account,0.00
BNACCAW610a-a,Barracuda Secure Access Controller for Amazon Web Services ACC610 Advanced Threat Protection Subscription 1 Month,41.00
BNACCAW610a-m,Barracuda Secure Access Controller for Amazon Web Services ACC610 Malware Protection Subscription 1 Month,27.70
BNACCAW610a-p,Barracuda Secure Access Controller for Amazon Web Services ACC610 Premium Support Subscription 1 Month,26.50
BNACCAW610a-v,Barracuda Secure Access Controller for Amazon Web Services ACC610 Virtual Subscription,210.00
BNACCAW820a,Barracuda Secure Access Controller for Amazon Web Services ACC820 Account,0.00
BNACCAW820a-a,Barracuda Secure Access Controller for Amazon Web Services ACC820 Advanced Threat Protection Subscription 1 Month,170.00
BNACCAW820a-m,Barracuda Secure Access Controller for Amazon Web Services ACC820 Malware Protection Subscription 1 Month,130.00
BNACCAW820a-p,Barracuda Secure Access Controller for Amazon Web Services ACC820 Premium Support Subscription 1 Month,120.00
BNACCAW820a-v,Barracuda Secure Access Controller for Amazon Web Services ACC820 Virtual Subscription,820.00
BNACCAZ400a,Barracuda Secure Access Controller for Microsoft Azure ACC400 Account,0.00
BNACCAZ400a-a,Barracuda Secure Access Controller for Microsoft Azure ACC400 Advanced Threat Protection Subscription 1 Month,13.90
BNACCAZ400a-m,Barracuda Secure Access Controller for Microsoft Azure ACC400 Malware Protection Subscription 1 Month,10.70
BNACCAZ400a-p,Barracuda Secure Access Controller for Microsoft Azure ACC400 Premium Support Subscription 1 Month,9.60
BNACCAZ400a-v,Barracuda Secure Access Controller for Microsoft Azure ACC400 Virtual Subscription,71.00
BNACCAZ610a,Barracuda Secure Access Controller for Microsoft Azure ACC610 Account,0.00
BNACCAZ610a-a,Barracuda Secure Access Controller for Microsoft Azure ACC610 Advanced Threat Protection Subscription 1 Month,41.00
BNACCAZ610a-m,Barracuda Secure Access Controller for Microsoft Azure ACC610 Malware Protection Subscription 1 Month,27.70
BNACCAZ610a-p,Barracuda Secure Access Controller for Microsoft Azure ACC610 Premium Support Subscription 1 Month,26.50
BNACCAZ610a-v,Barracuda Secure Access Controller for Microsoft Azure ACC610 Virtual Subscription,210.00
BNACCAZ820a,Barracuda Secure Access Controller for Microsoft Azure ACC820 Account,0.00
BNACCAZ820a-a,Barracuda Secure Access Controller for Microsoft Azure ACC820 Advanced Threat Protection Subscription 1 Month,170.00
BNACCAZ820a-m,Barracuda Secure Access Controller for Microsoft Azure ACC820 Malware Protection Subscription 1 Month,130.00
BNACCAZ820a-p,Barracuda Secure Access Controller for Microsoft Azure ACC820 Premium Support Subscription 1 Month,120.00
BNACCAZ820a-v,Barracuda Secure Access Controller for Microsoft Azure ACC820 Virtual Subscription,820.00
BNACCLD400a,Barracuda Secure Access Controller for Google Cloud ACC400 Account,0.00
BNACCLD400a-a,Barracuda Secure Access Controller for Google Cloud ACC400 Advanced Threat Protection Subscription 1 Month,13.90
BNACCLD400a-m,Barracuda Secure Access Controller for Google Cloud ACC400 Malware Protection Subscription 1 Month,10.70
BNACCLD400a-p,Barracuda Secure Access Controller for Google Cloud ACC400 Premium Support Subscription 1 Month,9.60
BNACCLD400a-v,Barracuda Secure Access Controller for Google Cloud ACC400 Virtual Subscription,71.00
BNACCLD610a,Barracuda Secure Access Controller for Google Cloud ACC610 Account,0.00
BNACCLD610a-a,Barracuda Secure Access Controller for Google Cloud ACC610 Advanced Threat Protection Subscription 1 Month,41.00
BNACCLD610a-m,Barracuda Secure Access Controller for Google Cloud ACC610 Malware Protection Subscription 1 Month,27.70
BNACCLD610a-p,Barracuda Secure Access Controller for Google Cloud ACC610 Premium Support Subscription 1 Month,26.50
BNACCLD610a-v,Barracuda Secure Access Controller for Google Cloud ACC610 Virtual Subscription,210.00
BNACCLD820a,Barracuda Secure Access Controller for Google Cloud ACC820 Account,0.00
BNACCLD820a-a,Barracuda Secure Access Controller for Google Cloud ACC820 Advanced Threat Protection Subscription 1 Month,170.00
BNACCLD820a-m,Barracuda Secure Access Controller for Google Cloud ACC820 Malware Protection Subscription 1 Month,130.00
BNACCLD820a-p,Barracuda Secure Access Controller for Google Cloud ACC820 Premium Support Subscription 1 Month,120.00
BNACCLD820a-v,Barracuda Secure Access Controller for Google Cloud ACC820 Virtual Subscription,820.00
BNC-b1,Additional ranges for Barracuda Firewall Control Center 610 and 820 1 Month,600.00
BNCC400a-e,Barracuda NextGen Control Server C400 Energize Updates Subscription 1 Month,130.00
BNCC400a-p,Barracuda NextGen Control Server C400 Premium Support Subscription 1 Month,160.00
BNCC610a-e,Barracuda Firewall Control Center C610 Energize Updates Subscription 1 Month,500.00
BNCC610a-p,Barracuda Firewall Control Center C610 Premium Support Subscription 1 Month,590.00
BNCCAW400a,Barracuda Firewall Control Center for AWS VCC400,0.00
BNCCAW400a-dc,Barracuda Firewall Control Center for AWS VCC400 Demo Conversion,0.00
BNCCAW400a-p,Barracuda Firewall Control Center for AWS VCC400 Premium Support Subscription 1 Month,65.00
BNCCAW400a-v,Barracuda Firewall Control Center for AWS VCC400 Virtual Subscription,290.00
BNCCAW400p,Barracuda Firewall Control Center for AWS VCC400 Marketplace,0.00
BNCCAW610a,Barracuda Firewall Control Center for AWS VCC610,0.00
BNCCAW610a-dc,Barracuda Firewall Control Center for AWS VCC610 Demo Conversion,0.00
BNCCAW610a-p,Barracuda Firewall Control Center for AWS VCC610 Premium Support Subscription 1 Month,280.00
BNCCAW610a-v,Barracuda Firewall Control Center for AWS VCC610 Virtual Subscription,1200.00
BNCCAW610p,Barracuda Firewall Control Center for AWS VCC610 Marketplace,0.00
BNCCAZ000a-p,Barracuda Firewall Control Center for Microsoft Azure Premium Support Subscription 1 Month,280.00
BNCCAZ000a-v,Barracuda Firewall Control Center for Microsoft Azure Virtual Subscription,1200.00
BNCCAZ400a,Barracuda Firewall Control Center for Microsoft Azure VCC400 Account,0.00
BNCCAZ400a-dc,Barracuda Firewall Control Center for Microsoft Azure VCC400 Account Demo Conversion,0.00
BNCCAZ400a-p,Barracuda Firewall Control Center for Microsoft Azure VCC400 Premium Support Subscription 1 Month,65.00
BNCCAZ400a-v,Barracuda Firewall Control Center for Microsoft Azure VCC400 Virtual Subscription,290.00
BNCCAZ400p,Barracuda Firewall Control Center for Microsoft Azure VCC400 Marketplace,0.00
BNCCAZ610a,Barracuda Firewall Control Center for Microsoft Azure VCC610 Account,0.00
BNCCAZ610a-dc,Barracuda Firewall Control Center for Microsoft Azure VCC610 Account Demo Conversion,0.00
BNCCAZ610a-p,Barracuda Firewall Control Center for Microsoft Azure VCC610 Premium Support Subscription 1 Month,280.00
BNCCAZ610a-v,Barracuda Firewall Control Center for Microsoft Azure VCC610 Virtual Subscription,1200.00
BNCCAZ610p,Barracuda Firewall Control Center for Microsoft Azure VCC610 Marketplace,0.00
BNCCLD400a,Barracuda Firewall Control Center for Google Cloud VCC400 Account,0.00
BNCCLD400a-dc,Barracuda Firewall Control Center for Google Cloud VCC400 Account Demo Conversion,0.00
BNCCLD400a-p,Barracuda Firewall Control Center for Google Cloud VCC400 Premium Support Subscription 1 Month,65.00
BNCCLD400a-v,Barracuda Firewall Control Center for Google Cloud VCC400 Virtual Subscription,290.00
BNCCLD610a,Barracuda Firewall Control Center for Google Cloud VCC610 Account,0.00
BNCCLD610a-dc,Barracuda Firewall Control Center for Google Cloud VCC610 Account Demo Conversion,0.00
BNCCLD610a-p,Barracuda Firewall Control Center for Google Cloud VCC610 Premium Support Subscription 1 Month,280.00
